author,username,retweet_count,tweets,created_at,type
kevingideonfc,Mftachur,62,"RT @kevingideonfc: Hari ini main badminton pake raketnya Koh Sinyo, tapi skill-nya kenapa ngga bisa sama? 😂

+ dikit-dikit minum, dikit-dik…",2021-12-06 04:24:15,retweeted
,metharsih,0,"Bangtan rest, turnamen badminton lg rest. Ottoke",2021-12-06 04:24:08,
,LykkeMajken,0,"Setelah pertimbangan panjang, Zainudin Amali akhirnya memutuskan untuk memberikan bonus kepada tim Piala Thomas Indonesia.
#AtletHarusPaham
https://t.co/fsaEn2b0pS",2021-12-06 04:23:07,
shinehaechanie,dreamiesbekasi,0,"@shinehaechanie kukira nctzen doang yg demen ngebadut, badminton jg🙂",2021-12-06 04:17:52,replied_to
,ReqkaJ,0,takboh doh main badminton nk main meow jela pasni 🤣,2021-12-06 04:17:16,
TXTdariHunter,rumcityxx,0,@TXTdariHunter Yuks followan tapi aq sobat badminton sama Thailand nder,2021-12-06 04:17:08,replied_to
kompascom,Zhieya_Beast,2,"RT @kompascom: ""Dia benar-benar salah satu sosok pebulu tangkis yang diidolakan dan saya ingin seperti Greysia Polii pada masa depan,"" tutu…",2021-12-06 04:16:27,retweeted
KompasBola,Zhieya_Beast,1,RT @KompasBola: BWF World Tour Finals 2021: Chiharu Shida Idolakan Sosok Greysia Polii https://t.co/NIgjAg6zsh,2021-12-06 04:16:07,retweeted
okezonenews,Zhieya_Beast,1,"RT @okezonenews: Sebal Tak Bisa Main Baik di Final BWF World Tour Finals 2021, Chiharu Shida Menangis #LengkapCepatBeritanya #Olahraga #Spo…",2021-12-06 04:15:53,retweeted
HerwinNaga8,aLphamodeON,2,"RT @HerwinNaga8: Buceri Sports Club: badminton rutin, basketball &amp; mini football udah, nyobain #Tennis persiapan #AustralianOpen 😁 #TennisC…",2021-12-06 04:15:39,retweeted
dokterbola_ID,Zhieya_Beast,1,RT @dokterbola_ID: https://t.co/qvf0xaogf7 BWF World Tour Finals 2021: Chiharu Shida Idolakan Sosok Greysia Polii https://t.co/ZbONp9OQT7 #…,2021-12-06 04:15:09,retweeted
,HerwinNaga8,2,"Buceri Sports Club: badminton rutin, basketball &amp; mini football udah, nyobain #Tennis persiapan #AustralianOpen 😁 #TennisCenterCourt #GBK https://t.co/cLE6mBAg5S",2021-12-06 04:14:17,
